Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Pt_Chr0402359	superfamily	215631	258	1103	0	642.925	cl33661	PLN03202 superfamily	 - 	 - 
Pt_Chr0402359	superfamily	463691	176	263	5.11399e-23	94.6253	cl15078	Gly-rich_Ago1 superfamily	 - 	 - 
Pt_Chr0402363	specific	238163	38	135	1.53134e-13	62.8054	cd00261	AAI_SS	 - 	cl07890
Pt_Chr0402364	superfamily	475125	106	549	5.73736e-08	55.3547	cl28910	MFS superfamily	 - 	 - 
Pt_Chr0402365	specific	215611	1	591	0	1020.24	PLN03167	PLN03167	 - 	cl02777
Pt_Chr0402366	superfamily	215563	728	1027	3.60382e-20	96.4781	cl33631	PLN03081 superfamily	N	 - 
Pt_Chr0402366	superfamily	215636	172	660	6.09603e-16	83.0026	cl33664	PLN03218 superfamily	N	 - 
Pt_Chr0402366	superfamily	463778	677	721	9.05479e-07	46.5876	cl38385	PPR_2 superfamily	 - 	 - 
Pt_Chr0402367	specific	206639	388	772	4.67127e-83	267.855	cd00066	G-alpha	 - 	cl38936
Pt_Chr0402368	specific	215200	51	527	0	1044.68	PLN02350	PLN02350	 - 	cl33473
Pt_Chr0402369	specific	341253	40	565	2.82188e-120	378.024	cd05930	A_NRPS	 - 	cl17068
Pt_Chr0402369	superfamily	433144	818	1038	3.19397e-14	73.5911	cl38403	PQQ_2 superfamily	 - 	 - 
Pt_Chr0402369	superfamily	472205	989	1132	6.21994e-08	56.1862	cl11493	PQQ_DH_like superfamily	C	 - 
Pt_Chr0402369	specific	425746	589	641	4.08577e-05	42.5504	pfam00550	PP-binding	 - 	cl09936
Pt_Chr0402370	specific	460448	12	114	5.5077e-43	136.098	pfam02109	DAD	 - 	cl03452
Pt_Chr0402371	superfamily	215138	4	244	4.39665e-171	501.098	cl33441	PLN02248 superfamily	N	 - 
Pt_Chr0402373	specific	215138	11	1186	0	2466.77	PLN02248	PLN02248	 - 	cl33441
Pt_Chr0402374	specific	270968	989	1255	1.67269e-86	282.624	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0402374	specific	270968	339	606	1.35428e-84	277.232	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0402374	specific	460284	661	761	2.57583e-24	98.2975	pfam01657	Stress-antifung	 - 	cl03296
Pt_Chr0402374	specific	467874	151	233	1.43308e-16	76.2855	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0402374	specific	467874	803	879	2.85929e-16	75.5151	cd23509	Gnk2-like	N	cl03296
Pt_Chr0402374	specific	467874	23	111	4.43754e-13	66.2703	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0402376	specific	350159	81	308	5.04855e-35	126.843	cd09008	MTAN	 - 	cl00303
Pt_Chr0402377	specific	430256	101	255	2.69702e-77	230.939	pfam08847	Crr6	 - 	cl02292
Pt_Chr0402379	specific	459983	29	631	0	785.597	pfam00888	Cullin	 - 	cl38017
Pt_Chr0402379	specific	463146	663	725	1.94613e-28	107.922	pfam10557	Cullin_Nedd8	 - 	cl48098
Pt_Chr0402380	superfamily	274056	56	245	1.70967e-60	189.802	cl30303	DREG-2 superfamily	 - 	 - 
Pt_Chr0402385	superfamily	471961	39	507	2.54655e-82	263.583	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Pt_Chr0402388	specific	197689	272	332	1.69026e-18	78.4609	smart00380	AP2	 - 	cl00033
Pt_Chr0402388	superfamily	444663	184	255	7.14474e-11	57.2749	cl00033	AP2 superfamily	 - 	 - 
Pt_Chr0402389	specific	350766	541	828	5.92734e-94	300.358	cd18008	DEXDc_SHPRH-like	 - 	cl28899
Pt_Chr0402389	specific	350180	1030	1125	3.29176e-35	130.674	cd18793	SF2_C_SNF	C	cl38936
Pt_Chr0402389	superfamily	473075	956	1010	2.60158e-12	62.3222	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0402389	specific	400928	312	414	3.82279e-11	60.8067	pfam08797	HIRAN	 - 	cl07418
Pt_Chr0402389	superfamily	473871	80	101	0.00678939	35.4117	cl21463	UBA_like_SF superfamily	N	 - 
Pt_Chr0402391	specific	440319	311	1137	4.87238e-118	380.725	COG0553	HepA	 - 	cl33945
Pt_Chr0402391	superfamily	473075	914	968	1.09273e-12	63.4778	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0402391	superfamily	473871	38	59	0.00641295	35.4117	cl21463	UBA_like_SF superfamily	N	 - 
Pt_Chr0402392	superfamily	227414	68	115	0.000633043	41.76	cl34894	AIR1 superfamily	NC	 - 
Pt_Chr0402396	superfamily	475125	45	246	1.74289e-81	251.033	cl28910	MFS superfamily	C	 - 
Pt_Chr0402398	superfamily	460564	16	465	4.56033e-45	162.999	cl30041	Transferase superfamily	 - 	 - 
Pt_Chr0402405	superfamily	475125	32	477	0	523.888	cl28910	MFS superfamily	 - 	 - 
Pt_Chr0402407	superfamily	473864	308	579	1.25257e-153	443.09	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0402407	superfamily	215061	22	182	3.45522e-27	117.642	cl33413	PLN00113 superfamily	C	 - 
Pt_Chr0402408	specific	460405	157	242	1.25494e-23	94.0022	pfam01985	CRS1_YhbY	 - 	cl46568
Pt_Chr0402408	specific	198171	277	360	1.29686e-15	71.7264	smart01103	CRS1_YhbY	 - 	cl00663
Pt_Chr0402409	specific	460910	30	153	1.15104e-59	193.06	pfam03398	Ist1	N	cl04048
Pt_Chr0402410	specific	176477	621	1023	0	573.574	cd08640	DNA_pol_A_plastid_like	 - 	cl02626
Pt_Chr0402410	specific	176651	269	505	2.48372e-38	141.504	cd06139	DNA_polA_I_Ecoli_like_exo	 - 	cl10012
Pt_Chr0402411	superfamily	235513	511	653	5.57546e-10	61.6909	cl35341	PRK05579 superfamily	N	 - 
Pt_Chr0402411	superfamily	459239	76	124	3.39235e-08	49.9056	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0402412	superfamily	475233	70	322	1.9099e-29	114.74	cl29593	WD40 superfamily	 - 	 - 
Pt_Chr0402413	specific	464092	348	424	2.5322e-28	107.625	pfam14144	DOG1	 - 	cl16653
Pt_Chr0402413	superfamily	473870	254	299	2.17285e-13	64.6279	cl21462	bZIP superfamily	 - 	 - 
Pt_Chr0402413	superfamily	440809	221	536	0.00906302	39.1496	cl34174	Smc superfamily	NC	 - 
Pt_Chr0402414	superfamily	440809	53	228	1.81192e-08	56.8687	cl34174	Smc superfamily	C	 - 
Pt_Chr0402417	superfamily	273153	24	430	6.89316e-131	391.121	cl44331	mre11 superfamily	 - 	 - 
Pt_Chr0402418	specific	212476	5	109	1.08197e-50	155.051	cd01729	LSm7	 - 	cl00259
Pt_Chr0402419	specific	176261	8	392	0	763.375	cd08301	alcohol_DH_plants	 - 	cl16912
Pt_Chr0402421	specific	461557	222	374	3.72191e-51	176.555	pfam05131	Pep3_Vps18	 - 	cl04949
Pt_Chr0402421	superfamily	473075	825	939	5.30206e-12	61.1576	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0402421	superfamily	128594	566	720	5.88766e-11	61.1359	cl46917	CLH superfamily	 - 	 - 
Pt_Chr0402422	specific	340919	29	475	0	559.175	cd17361	MFS_STP	 - 	cl28910
Pt_Chr0402423	specific	459866	308	481	3.12756e-47	162.385	pfam00609	DAGK_acc	 - 	cl02440
Pt_Chr0402423	specific	425868	113	238	5.28633e-23	94.5743	pfam00781	DAGK_cat	 - 	cl01255
Pt_Chr0402424	superfamily	473864	517	809	7.59981e-78	253.349	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0402424	specific	460217	78	185	5.02818e-39	139.932	pfam01453	B_lectin	 - 	cl24013
Pt_Chr0402424	specific	238531	344	429	3.76352e-21	88.2622	cd01098	PAN_AP_plant	 - 	cl00112
Pt_Chr0402424	superfamily	395761	247	325	1.92007e-17	78.5098	cl03036	S_locus_glycop superfamily	N	 - 
Pt_Chr0402425	specific	381399	293	318	3.06479e-07	46.7908	cd11393	bHLH_AtbHLH_like	N	cl00081
Pt_Chr0402427	superfamily	473071	44	322	6.15143e-117	340.948	cl17173	AdoMet_MTases superfamily	 - 	 - 
Pt_Chr0402428	specific	437465	1853	2268	0	809.265	pfam19633	SDG2_C	 - 	cl45037
Pt_Chr0402428	specific	380929	1719	1864	1.08519e-47	167.432	cd10531	SET_SETD2-like	 - 	cl40432
Pt_Chr0402428	superfamily	273727	245	358	2.4488e-05	49.5066	cl36941	U2AF_lg superfamily	C	 - 
Pt_Chr0402428	superfamily	165564	78	354	2.59641e-05	49.8522	cl29689	PHA03309 superfamily	N	 - 
Pt_Chr0402428	specific	464112	885	929	8.88058e-05	41.761	pfam14237	GYF_2	 - 	cl16735
Pt_Chr0402428	specific	438852	1095	1126	0.0010818	38.5792	cd09917	F-box_SF	 - 	cl45894
Pt_Chr0402429	superfamily	444072	245	515	4.39856e-38	146.088	cl34950	RNA1 superfamily	N	 - 
Pt_Chr0402429	specific	433596	63	160	1.32978e-35	129.087	pfam13943	WPP	 - 	cl16490
Pt_Chr0402430	specific	440319	253	1015	8.49627e-94	313.315	COG0553	HepA	N	cl33945
Pt_Chr0402430	superfamily	473075	759	810	2.75872e-14	67.9816	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0402432	specific	433913	650	749	6.30886e-36	131.215	pfam14372	DUF4413	 - 	cl16834
Pt_Chr0402432	specific	399013	796	877	3.41177e-23	94.2505	pfam05699	Dimer_Tnp_hAT	 - 	cl05324
Pt_Chr0402432	specific	214746	134	181	9.13545e-08	49.3484	smart00614	ZnF_BED	 - 	cl02703
Pt_Chr0402433	specific	440430	16	257	2.34066e-26	106.962	COG0666	ANKYR	 - 	cl34000
Pt_Chr0402433	superfamily	215568	296	376	1.2212e-06	49.7853	cl33632	PLN03088 superfamily	C	 - 
Pt_Chr0402434	superfamily	450240	2	38	0.000119704	37.0121	cl18945	AAT_I superfamily	C	 - 
Pt_Chr0402436	superfamily	412170	65	100	4.57554e-06	42.6842	cl00113	CRIB superfamily	C	 - 
Pt_Chr0402437	specific	176884	294	519	1.64597e-121	364.284	cd08875	START_ArGLABRA2_like	 - 	cl14643
Pt_Chr0402437	specific	459649	117	159	1.15536e-12	63.2879	pfam00046	Homeodomain	C	cl47488
Pt_Chr0402438	specific	340779	39	157	2.86813e-49	170.054	cd16982	CID_Pcf11	 - 	cl02544
Pt_Chr0402438	superfamily	460830	390	700	0.00161454	42.4466	cl38111	Atrophin-1 superfamily	NC	 - 
Pt_Chr0402439	superfamily	173561	66	152	2.72191e-06	45.9533	cl31762	PTZ00368 superfamily	NC	 - 
Pt_Chr0402440	specific	308657	94	393	2.81043e-123	358.14	pfam03151	TPT	 - 	cl26744
Pt_Chr0402442	specific	460405	146	231	4.65205e-21	86.2983	pfam01985	CRS1_YhbY	 - 	cl46568
Pt_Chr0402442	specific	198171	266	349	2.01187e-16	73.2672	smart01103	CRS1_YhbY	 - 	cl00663
Pt_Chr0402443	specific	380368	7	201	7.30133e-88	256.754	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402444	specific	380368	54	271	1.07991e-68	210.915	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402445	specific	380368	24	165	1.84264e-70	212.841	cd02241	cupin_OxOx	C	cl40423
Pt_Chr0402446	specific	380368	25	219	5.91032e-88	257.909	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402447	specific	380368	24	218	1.23613e-89	261.761	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402448	superfamily	477354	23	58	2.49096e-12	58.7612	cl40423	cupin_RmlC-like superfamily	C	 - 
Pt_Chr0402449	specific	380368	249	443	2.4642e-85	259.45	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402449	specific	380368	52	222	2.03302e-66	210.915	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402451	specific	380368	24	218	8.29672e-89	259.835	cd02241	cupin_OxOx	 - 	cl40423
Pt_Chr0402452	superfamily	459239	30	76	6.81984e-13	61.8468	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0402452	superfamily	187754	208	262	0.00657971	37.3068	cl39120	AMN1 superfamily	NC	 - 
Pt_Chr0402453	superfamily	459239	11	57	2.36294e-12	60.306	cl45894	F-box_SF superfamily	 - 	 - 
Pt_Chr0402453	superfamily	187754	107	224	5.89264e-05	43.0848	cl39120	AMN1 superfamily	NC	 - 
Pt_Chr0402456	superfamily	166653	1	719	0	815.793	cl31551	PLN03012 superfamily	 - 	 - 
Pt_Chr0402458	specific	270901	142	389	7.40009e-122	353.381	cd13999	STKc_MAP3K-like	 - 	cl21453
Pt_Chr0402459	specific	461195	354	492	9.06521e-69	218.906	pfam04146	YTH	 - 	cl04418
Pt_Chr0402461	superfamily	446207	195	287	3.06541e-28	108.002	cl03855	CemA superfamily	C	 - 
Pt_Chr0402462	superfamily	474034	29	346	1.97126e-69	223.915	cl23725	Glyco_hydro superfamily	 - 	 - 
Pt_Chr0402462	specific	197867	366	449	3.0363e-33	120.823	smart00768	X8	 - 	cl06842
Pt_Chr0402463	specific	349589	184	296	6.36483e-48	158.261	cd18280	BTB_POZ_BPM_plant	 - 	cl38908
Pt_Chr0402463	specific	238068	29	157	1.83157e-16	75.1082	cd00121	MATH	 - 	cl02446
Pt_Chr0402463	superfamily	475122	297	360	3.19092e-15	69.2961	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0402464	superfamily	227446	13	992	0	845.771	cl34911	RPN2 superfamily	 - 	 - 
Pt_Chr0402465	superfamily	215227	94	528	0	672.163	cl33486	PLN02406 superfamily	 - 	 - 
Pt_Chr0402468	specific	234568	69	209	1.99087e-77	229.231	PRK00006	fabZ	 - 	cl00509
Pt_Chr0402470	specific	426795	97	327	1.88449e-85	259.522	pfam02485	Branch	 - 	cl27418
Pt_Chr0402473	superfamily	473887	91	143	3.63023e-15	69.3549	cl21498	SANT superfamily	 - 	 - 
Pt_Chr0402474	specific	309968	116	330	1.58866e-76	237.003	pfam05057	DUF676	 - 	cl21494
Pt_Chr0402478	specific	462458	429	473	6.84457e-12	60.0379	pfam08387	FBD	 - 	cl26765
Pt_Chr0402478	specific	438931	75	110	2.62525e-11	58.0707	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0402478	superfamily	443914	196	284	0.000856067	41.843	cl34836	LRR superfamily	NC	 - 
Pt_Chr0402479	superfamily	452742	112	449	1.33802e-178	506.702	cl27418	Branch superfamily	 - 	 - 
Pt_Chr0402480	superfamily	178144	20	743	0	876.143	cl31898	PLN02529 superfamily	 - 	 - 
Pt_Chr0402482	specific	270901	630	887	2.22002e-106	328.728	cd13999	STKc_MAP3K-like	 - 	cl21453
Pt_Chr0402482	specific	99731	98	192	1.03374e-37	136.196	cd06410	PB1_UP2	 - 	cl02720
Pt_Chr0402483	specific	215073	4	815	0	1695.55	PLN00142	PLN00142	 - 	cl30293
Pt_Chr0402485	specific	240331	9	252	1.52111e-136	385.951	PTZ00254	PTZ00254	 - 	cl36534
Pt_Chr0402486	superfamily	447866	91	565	0	837.325	cl09938	cond_enzymes superfamily	 - 	 - 
Pt_Chr0402489	specific	309968	37	251	1.01545e-76	235.077	pfam05057	DUF676	 - 	cl21494
Pt_Chr0402491	specific	462458	426	470	7.43185e-12	60.0379	pfam08387	FBD	 - 	cl26765
Pt_Chr0402491	specific	438931	72	107	2.87871e-11	58.0707	cd22160	F-box_AtFBL13-like	 - 	cl45894
Pt_Chr0402491	superfamily	443914	193	281	0.000461722	42.6134	cl34836	LRR superfamily	NC	 - 
Pt_Chr0402492	superfamily	452742	112	449	9.97313e-178	504.776	cl27418	Branch superfamily	 - 	 - 
Pt_Chr0402496	superfamily	178144	20	743	0	878.069	cl31898	PLN02529 superfamily	 - 	 - 
Pt_Chr0402498	superfamily	185553	51	570	6.8349e-133	394.134	cl33177	PTZ00318 superfamily	 - 	 - 
Pt_Chr0402498	specific	238008	372	447	2.01692e-05	42.5349	cd00051	EFh	 - 	cl08302
Pt_Chr0402499	specific	459882	46	154	7.53683e-25	94.3545	pfam00635	Motile_Sperm	 - 	cl44412
Pt_Chr0402501	superfamily	273177	1	390	3.74725e-27	116.368	cl36710	rpa1 superfamily	N	 - 
Pt_Chr0402503	specific	440488	49	129	6.22208e-28	99.0167	COG0724	RRM	 - 	cl34019
Pt_Chr0402505	superfamily	473864	118	364	6.67236e-77	239.867	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0402506	specific	462000	59	146	8.5838e-12	58.0249	pfam06749	DUF1218	 - 	cl06009
Pt_Chr0402508	specific	381452	91	166	1.45484e-40	134.383	cd11446	bHLH_AtILR3_like	 - 	cl00081
Pt_Chr0402508	superfamily	409019	156	188	0.00452056	34.9299	cl40587	ROCK_SBD superfamily	NC	 - 
Pt_Chr0402509	specific	259878	28	127	2.31639e-44	142.784	cd04216	Phytocyanin	 - 	cl19115
Pt_Chr0402511	specific	259878	24	124	3.97401e-45	143.94	cd04216	Phytocyanin	 - 	cl19115
Pt_Chr0402513	specific	259878	29	119	3.48997e-27	96.9456	cd04216	Phytocyanin	 - 	cl19115
Pt_Chr0402515	specific	461378	216	468	1.69179e-145	416.924	pfam04646	DUF604	 - 	cl47895
Pt_Chr0402516	specific	441893	141	419	4.24445e-28	114.623	COG2319	WD40	N	cl43672
Pt_Chr0402517	specific	176884	307	532	8.71819e-114	344.639	cd08875	START_ArGLABRA2_like	 - 	cl14643
Pt_Chr0402517	specific	459649	135	190	1.2881e-21	88.7111	pfam00046	Homeodomain	 - 	cl47488
Pt_Chr0402517	superfamily	480808	181	268	0.00904121	38.7088	cl46468	MreC superfamily	NC	 - 
Pt_Chr0402519	specific	215333	59	466	0	852.509	PLN02618	PLN02618	 - 	cl00342
Pt_Chr0402522	superfamily	463241	2	158	1.56427e-18	76.8603	cl12769	Med21 superfamily	 - 	 - 
Pt_Chr0402524	superfamily	469594	54	304	5.36401e-100	297.746	cl00057	vWFA superfamily	 - 	 - 
Pt_Chr0402524	superfamily	473075	357	404	8.64701e-22	87.5358	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0402525	superfamily	215497	301	390	2.36384e-16	83.7476	cl33599	PLN02919 superfamily	NC	 - 
Pt_Chr0402526	superfamily	474852	66	327	3.81088e-20	89.271	cl26744	TPT superfamily	 - 	 - 
Pt_Chr0402527	superfamily	439914	5	403	1.71787e-42	154.395	cl33775	RsmB superfamily	N	 - 
Pt_Chr0402528	specific	197689	110	163	5.98553e-31	110.818	smart00380	AP2	 - 	cl00033
Pt_Chr0402529	specific	237985	146	191	1.59524e-18	77.3119	cd00018	AP2	N	cl00033
Pt_Chr0402530	specific	238926	27	115	7.3754e-30	102.813	cd01960	nsLTP1	 - 	cl07890
Pt_Chr0402531	specific	215583	1	520	0	958.892	PLN03112	PLN03112	 - 	cl41757
Pt_Chr0402532	superfamily	215596	134	620	9.4749e-118	364.121	cl27711	PLN03133 superfamily	N	 - 
Pt_Chr0402533	specific	460777	214	479	1.00147e-117	349.867	pfam03000	NPH3	 - 	cl03827
Pt_Chr0402533	specific	349621	20	123	3.42147e-43	150.56	cd18312	BTB_POZ_NPY3-like	 - 	cl38908
Pt_Chr0402534	superfamily	469747	4	320	2.68156e-126	363.569	cl00376	Ribosomal_L10_P0 superfamily	 - 	 - 
Pt_Chr0402535	specific	215464	2	548	0	822.122	PLN02860	PLN02860	 - 	cl33582
Pt_Chr0402537	specific	466931	27	341	2.44218e-154	435.978	cd24081	ASKHA_NBD_DdNAGK-like	 - 	cl49607
Pt_Chr0402538	specific	440225	93	266	7.3255e-12	65.7986	COG0457	TPR	C	cl33886
Pt_Chr0402539	superfamily	447704	44	248	3.66257e-52	175.068	cl09326	MATE_like superfamily	N	 - 
Pt_Chr0402540	specific	462045	56	78	0.00010768	36.6824	pfam06943	zf-LSD1	 - 	cl26935
Pt_Chr0402541	superfamily	460246	239	425	1.58813e-22	97.3853	cl47679	CorA superfamily	N	 - 
Pt_Chr0402542	specific	464275	79	165	5.07703e-21	82.2368	pfam14712	Snapin_Pallidin	 - 	cl20647
Pt_Chr0402545	specific	441893	260	557	1.13468e-62	212.079	COG2319	WD40	N	cl43672
Pt_Chr0402545	specific	128914	97	145	2.61706e-07	47.5658	smart00668	CTLH	 - 	cl15352
Pt_Chr0402546	specific	187558	65	396	4.18322e-162	458.152	cd05247	UDP_G4E_1_SDR_e	 - 	cl21454
Pt_Chr0402547	superfamily	443969	251	423	6.63258e-10	62.0887	cl34844	EnvC superfamily	C	 - 
Pt_Chr0402549	specific	349589	616	731	1.10146e-41	148.246	cd18280	BTB_POZ_BPM_plant	 - 	cl38908
Pt_Chr0402549	superfamily	453885	237	358	1.35531e-33	125.134	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0402549	specific	238068	72	214	7.78629e-18	80.1158	cd00121	MATH	 - 	cl02446
Pt_Chr0402549	specific	238068	441	584	1.40131e-16	76.649	cd00121	MATH	 - 	cl02446
Pt_Chr0402549	superfamily	475122	731	794	2.82466e-12	62.3625	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0402550	superfamily	462256	234	357	1.77393e-10	58.1961	cl06681	DUF1618 superfamily	 - 	 - 
Pt_Chr0402551	specific	438326	114	169	6.74498e-22	89.5444	cd16664	RING-Ubox_PUB	 - 	cl17238
Pt_Chr0402551	superfamily	215629	210	642	0.000103966	46.2488	cl33659	PLN03200 superfamily	C	 - 
Pt_Chr0402551	specific	441023	783	899	0.000243577	41.9232	COG1413	HEAT	C	cl34257
Pt_Chr0402552	specific	349589	191	306	1.13256e-41	147.861	cd18280	BTB_POZ_BPM_plant	 - 	cl38908
Pt_Chr0402552	superfamily	453885	600	710	4.11921e-38	137.846	cl38908	BTB_POZ superfamily	 - 	 - 
Pt_Chr0402552	specific	238068	35	165	2.33105e-20	87.4346	cd00121	MATH	 - 	cl02446
Pt_Chr0402552	specific	238068	442	575	4.9972e-19	83.5826	cd00121	MATH	 - 	cl02446
Pt_Chr0402552	superfamily	475122	710	765	5.98057e-09	52.7325	cl28903	BACK superfamily	 - 	 - 
Pt_Chr0402552	superfamily	475122	306	356	1.36104e-08	51.5769	cl28903	BACK superfamily	C	 - 
Pt_Chr0402553	superfamily	215631	34	862	0	1574.72	cl33661	PLN03202 superfamily	 - 	 - 
Pt_Chr0402555	specific	466822	8	415	0	679.676	cd10221	ASKHA_NBD_Arp3-like	 - 	cl49607
Pt_Chr0402556	superfamily	399013	247	308	0.00322464	36.4705	cl05324	Dimer_Tnp_hAT superfamily	N	 - 
Pt_Chr0402557	superfamily	463448	61	444	4.0077e-151	435.492	cl13487	DUF3537 superfamily	 - 	 - 
Pt_Chr0402559	specific	463448	533	922	3.64864e-149	447.048	pfam12056	DUF3537	 - 	cl13487
Pt_Chr0402559	specific	442289	145	451	7.60754e-33	128.735	COG3055	NanM	 - 	cl34543
Pt_Chr0402560	specific	463326	136	404	6.60512e-113	335.39	pfam11708	Slu7	 - 	cl13203
Pt_Chr0402561	superfamily	432112	89	209	3.20392e-05	43.7532	cl13300	CPP1-like superfamily	C	 - 
Pt_Chr0402563	superfamily	178245	53	341	9.00932e-47	161.482	cl31913	PLN02639 superfamily	 - 	 - 
Pt_Chr0402564	specific	426924	25	160	1.12896e-72	214.643	pfam02681	DUF212	 - 	cl23953
Pt_Chr0402565	superfamily	445827	156	253	1.9561e-51	174.055	cl02556	Bromodomain superfamily	 - 	 - 
Pt_Chr0402565	specific	435704	351	416	7.04353e-07	46.7195	pfam17035	BET	 - 	cl25276
Pt_Chr0402566	specific	279788	34	431	2.39477e-97	298.066	pfam01490	Aa_trans	 - 	cl00456
Pt_Chr0402568	specific	279788	44	472	6.68994e-90	280.346	pfam01490	Aa_trans	 - 	cl00456
Pt_Chr0402570	superfamily	473069	34	68	9.03462e-07	41.8699	cl17169	RRM_SF superfamily	N	 - 
Pt_Chr0402571	superfamily	177758	3	129	4.69362e-67	199.306	cl29679	PLN00157 superfamily	 - 	 - 
Pt_Chr0402572	specific	466822	8	415	0	680.061	cd10221	ASKHA_NBD_Arp3-like	 - 	cl49607
Pt_Chr0402574	superfamily	463448	61	444	4.0077e-151	435.492	cl13487	DUF3537 superfamily	 - 	 - 
Pt_Chr0402577	specific	442289	3	295	1.56052e-27	108.32	COG3055	NanM	 - 	cl34543
Pt_Chr0402579	specific	463326	136	404	7.85637e-113	335.39	pfam11708	Slu7	 - 	cl13203
Pt_Chr0402580	superfamily	432112	89	209	2.89001e-05	44.1384	cl13300	CPP1-like superfamily	C	 - 
Pt_Chr0402581	superfamily	445827	156	253	1.9561e-51	174.055	cl02556	Bromodomain superfamily	 - 	 - 
Pt_Chr0402581	specific	435704	351	416	6.97482e-07	46.7195	pfam17035	BET	 - 	cl25276
Pt_Chr0402582	specific	279788	34	431	1.13699e-97	298.836	pfam01490	Aa_trans	 - 	cl00456
Pt_Chr0402583	specific	279788	44	472	5.51343e-90	280.346	pfam01490	Aa_trans	 - 	cl00456
Pt_Chr0402588	specific	279788	36	435	6.30145e-100	304.614	pfam01490	Aa_trans	 - 	cl00456
Pt_Chr0402590	superfamily	177912	2	334	0	616.099	cl30355	PLN02272 superfamily	 - 	 - 
Pt_Chr0402591	superfamily	166653	22	772	0	846.994	cl31551	PLN03012 superfamily	 - 	 - 
Pt_Chr0402593	specific	460264	93	497	0	685.886	pfam01603	B56	 - 	cl27532
Pt_Chr0402593	superfamily	474937	48	105	1.28075e-10	60.1133	cl27532	B56 superfamily	C	 - 
Pt_Chr0402594	specific	426386	315	525	1.1971e-40	147.887	pfam01697	Glyco_transf_92	 - 	cl11394
Pt_Chr0402595	specific	460092	73	118	0.000184657	37.4413	pfam01165	Ribosomal_S21	 - 	cl00529
Pt_Chr0402596	specific	397128	605	712	2.46603e-31	118.147	pfam02847	MA3	 - 	cl02653
Pt_Chr0402596	specific	214714	441	551	8.34873e-29	110.797	smart00544	MA3	 - 	cl02653
Pt_Chr0402596	specific	214714	143	254	2.27337e-28	109.642	smart00544	MA3	 - 	cl02653
Pt_Chr0402596	specific	214714	307	418	2.40996e-28	109.642	smart00544	MA3	 - 	cl02653
Pt_Chr0402597	superfamily	481241	187	479	1.76801e-76	251.332	cl46901	PRK12323 superfamily	 - 	 - 
Pt_Chr0402598	superfamily	215067	3	425	9.71053e-159	448.854	cl33415	PLN00129 superfamily	 - 	 - 
Pt_Chr0402598	specific	181574	279	371	1.393e-31	116.018	PRK08881	rpsN	 - 	cl00355
Pt_Chr0402599	specific	461849	253	296	6.39193e-17	72.9154	pfam06203	CCT	 - 	cl39177
Pt_Chr0402601	specific	462173	211	362	1.11686e-52	172.416	pfam07466	DUF1517	 - 	cl01807
Pt_Chr0402602	specific	462173	708	890	1.06254e-68	225.959	pfam07466	DUF1517	 - 	cl01807
Pt_Chr0402602	specific	460195	385	489	1.52367e-20	87.2722	pfam01399	PCI	 - 	cl47662
Pt_Chr0402603	superfamily	215253	74	297	5.99766e-54	176.576	cl33495	PLN02459 superfamily	 - 	 - 
Pt_Chr0402604	specific	153167	117	187	4.0019e-42	144.904	cd04895	ACT_ACR_1	 - 	cl09141
Pt_Chr0402604	specific	153169	319	393	5.85795e-36	128.307	cd04897	ACT_ACR_3	 - 	cl09141
Pt_Chr0402604	superfamily	471857	397	469	1.48786e-33	121.688	cl09141	ACT superfamily	 - 	 - 
Pt_Chr0402604	superfamily	471857	200	268	5.40326e-29	109.057	cl09141	ACT superfamily	 - 	 - 
Pt_Chr0402605	specific	153167	29	99	3.22907e-41	140.667	cd04895	ACT_ACR_1	 - 	cl09141
Pt_Chr0402605	specific	153169	231	305	2.9819e-37	130.233	cd04897	ACT_ACR_3	 - 	cl09141
